component_id,major_category,label_zh,normalized_image_path,image_sha256,legacy_refs,canonical_term_key,canon_builder_status,needs_canon_builder_review,needs_human_review,review_notes,status_labels
COMP-100,节奏谱字,入乱,sources/qxby_component_atlas/images/jiezou_puzi/COMP-100_入乱.png,789318c02a8d197d2d818099f3bc06896c4d3e689e319ece0871bbfc84e416bc,,qxby::节奏谱字::入乱,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-139,音位谱字,指,sources/qxby_component_atlas/images/yinwei_puzi/COMP-139_指.png,a1463695bb7f8a995c2984e485830aad4ffa61af1732c45e5b3bd407d80c78c1,,qxby::音位谱字::指,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-140,音位谱字,按,sources/qxby_component_atlas/images/yinwei_puzi/COMP-140_按.png,a1e62c02c374c1436b94f1fd6173865a3bb3056e48f602b7344ce7ef70be296b,,qxby::音位谱字::按,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-141,音位谱字,散,sources/qxby_component_atlas/images/yinwei_puzi/COMP-141_散.png,b3744b8b17681086d4d483c5ed8ae257ece606a7453a7fe038ebe067a80107c3,,qxby::音位谱字::散,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-142,音位谱字,泛,sources/qxby_component_atlas/images/yinwei_puzi/COMP-142_泛.png,aa40bf0d51fdf0bf7203d9c069d89472e331d4fea59fc9bf7f6bbf9c23959fe3,,qxby::音位谱字::泛,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-143,音位谱字,泛止,sources/qxby_component_atlas/images/yinwei_puzi/COMP-143_泛止.png,0faa6e1db489267fedfd03f919f23d62c14d88485df357f724222d4ec5a4ea15,COMP-017,qxby::音位谱字::泛止,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-144,音位谱字,泛起,sources/qxby_component_atlas/images/yinwei_puzi/COMP-144_泛起.png,8f79631a0dbf6c0f306a6f5024aa6904612b7d0b0cee1ef8a5ec442f3a04babb,COMP-002,qxby::音位谱字::泛起,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-145,右手指法-两弦双弹,三弹,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-145_三弹.png,62265668e22d64bfdfffd71deaccfbfbcf341e0289938ac73544535b53cfb0c1,,qxby::右手指法-两弦双弹::三弹,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-146,右手指法-两弦双弹,伏,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-146_伏.png,6589f19571f1d3bfde9d97b4844a4b829d4f1a12c246dd349db476dc4e7d6b21,,qxby::右手指法-两弦双弹::伏,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-147,右手指法-两弦双弹,全扶,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-147_全扶.png,d6626b4a8f9209ffdab2c08ca3604087057799992c9632218c0392865042975f,,qxby::右手指法-两弦双弹::全扶,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-148,右手指法-两弦双弹,剌,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-148_剌.png,e1cd062460aea7c59d57ba186cabc043b9fe4455fdd2d06a526e62c9fb6bd83d,,qxby::右手指法-两弦双弹::剌,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-149,右手指法-两弦双弹,半扶,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-149_半扶.png,a56c31693f228e594dded8af541996921d3d6b9447345b2cde20c2ad070ad886,,qxby::右手指法-两弦双弹::半扶,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-150,右手指法-两弦双弹,双弹,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-150_双弹.png,fbbded0ecdecaa48c946871952187b3a57bf89afea53cbf9514417c305d53296,COMP-038,qxby::右手指法-两弦双弹::双弹,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-151,右手指法-两弦双弹,反撮,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-151_反撮.png,7c71d0904ad2a8876b91edb2e46d4ee5dfc0959c2736a4668a558b8912199770,,qxby::右手指法-两弦双弹::反撮,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-152,右手指法-两弦双弹,大撮,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-152_大撮.png,c63a5e2e02b151f1f82ec8ae60d164802ffadcb2b00a2f51bf63884af8681b2e,,qxby::右手指法-两弦双弹::大撮,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-153,右手指法-两弦双弹,如一,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-153_如一.png,99cf400a43badc89750928f1dcc02fb41941370a36ad842fa6959923df72274f,,qxby::右手指法-两弦双弹::如一,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-154,右手指法-两弦双弹,弹,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-154_弹.png,5898760cef10d804a116a06f9f557a966290e964044a7fb146c16c052af37721,,qxby::右手指法-两弦双弹::弹,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-155,右手指法-两弦双弹,掐撮三声,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-155_掐撮三声.png,214e715e2676cefac2579c8af8ac1444a88caf11115f7e3fc3ede3314832ede7,,qxby::右手指法-两弦双弹::掐撮三声,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-156,右手指法-两弦双弹,掐泼剌三声,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-156_掐泼剌三声.png,6ffed26492e808bb314a8ade4b0f94aaa7cbe68621967952e2613470b0c03e82,,qxby::右手指法-两弦双弹::掐泼剌三声,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-157,右手指法-两弦双弹,搂圆,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-157_搂圆.png,29c8d12771a535c586f2eb600bc3f0719e2ec8b61d9f41569e025c9c177e9c37,,qxby::右手指法-两弦双弹::搂圆,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-158,右手指法-两弦双弹,摘泼剌,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-158_摘泼剌.png,dc4e3927e912f97c2de251802583462bc9f1fb87f666530a1ff3259cf8d0cc8b,,qxby::右手指法-两弦双弹::摘泼剌,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-159,右手指法-两弦双弹,撮,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-159_撮.png,19f386bd25498a5eb265a0f32bdfbb5d9a3b80ff5f460628368463d82c25f7b9,,qxby::右手指法-两弦双弹::撮,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-160,右手指法-两弦双弹,泼,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-160_泼.png,74f45109f4ca94fca8b83e16c6315fc6b80daf331941877ed35828806f6b12ef,,qxby::右手指法-两弦双弹::泼,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-161,右手指法-两弦双弹,泼剌,sources/qxby_component_atlas/images/rh_two_string_double_pluck/COMP-161_泼剌.png,1355629eb13a3ebf8d812010755b9df7a97d65c9e2c0f33c07b69e9f17c2e5b5,,qxby::右手指法-两弦双弹::泼剌,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-162,右手指法-数弦连弹,临,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-162_临.png,540442b3dc7d1890417039c923e2c900ce3522016e995b26ba0fdcbc1c6eb65b,,qxby::右手指法-数弦连弹::临,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-163,右手指法-数弦连弹,历,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-163_历.png,1abaec1222115f0bc0cefd17f5701becef1169275452d583c38874ae568a7fb0,COMP-014,qxby::右手指法-数弦连弹::历,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-164,右手指法-数弦连弹,大间勾,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-164_大间勾.png,93422bab24bc879e146de13cc37b77719f31571e0c108cf3d947ca0f292ffdea,,qxby::右手指法-数弦连弹::大间勾,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-165,右手指法-数弦连弹,小间勾,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-165_小间勾.png,ed7157e89e8661751cb818d26ddef102e08a76678acec3c049442e0e0eebff77,,qxby::右手指法-数弦连弹::小间勾,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-166,右手指法-数弦连弹,打圆,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-166_打圆.png,c22837f94fe386229aa1b8924364c58ea163df903151f2e00b7ebc08ef256d0d,,qxby::右手指法-数弦连弹::打圆,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-167,右手指法-数弦连弹,拂,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-167_拂.png,ce7238931cfec6b4be5abeef976c06d37b9c2a4fea3992f7f6c722c02be58c49,,qxby::右手指法-数弦连弹::拂,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-168,右手指法-数弦连弹,滚,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-168_滚.png,ccf86546d9f2bff007f57dd419ced5bcfb7d38fd427abba72f0dfcc4eb10940d,,qxby::右手指法-数弦连弹::滚,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-169,右手指法-数弦连弹,滚拂,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-169_滚拂.png,f1d96d8d9099538de38d31d4643d6eacd06db7362544b086b8eeae0f9fd230dd,,qxby::右手指法-数弦连弹::滚拂,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-170,右手指法-数弦连弹,索铃,sources/qxby_component_atlas/images/rh_multi_string_sequence/COMP-170_索铃.png,8c7e96090483f82aa068c9659b6272639c748d669af16e38ecfc366c6ab7bb24,,qxby::右手指法-数弦连弹::索铃,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-171,右手指法-一弦单弹,倒锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-171_倒锁.png,e55b2ebd6d1fa436087d9d6b2f9d0c5ca8914bf226432f6422e13826d5a8b4a0,,qxby::右手指法-一弦单弹::倒锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-172,右手指法-一弦单弹,剔,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-172_剔.png,55a2e33ae301f28040c1e5134212540a1a901b98b5b7cb5c5780cfc61aa8e5ef,COMP-037,qxby::右手指法-一弦单弹::剔,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-173,右手指法-一弦单弹,勾,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-173_勾.png,c4e9fcc0e810c9655e2b8994015a7d53e60968a70303f573137fe771db1cffee,COMP-020,qxby::右手指法-一弦单弹::勾,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-174,右手指法-一弦单弹,勾剔,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-174_勾剔.png,d818c3b3eeab8e1f74d59f3bb106d6a784f82c3260d472e37befc5a934c54749,,qxby::右手指法-一弦单弹::勾剔,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-175,右手指法-一弦单弹,半轮,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-175_半轮.png,e18095c5a199ca2e6366b602fdd0a48e507712a6e9fb3c5d88a7cc777a94a9d7,,qxby::右手指法-一弦单弹::半轮,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-176,右手指法-一弦单弹,反锁,sources/qxby_component_atlas/images/rh_single_string_pluck/COMP-176_反锁.png,7624e6a7b35fc551ab61a224eae2e1583d4c3dc9ec3f4dfb609666a5f1dab065,,qxby::右手指法-一弦单弹::反锁,seed_pending,true,true,Seed crosswalk only; not score event authority; not Dapu IR authority.,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
