recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,slate_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,realization_pre_action,expected_sample_type,take_label,spoken_slate_text,asr_accepted_variants,long_tail_required,tail_silence_required_s,source_raw_audio,take_status,retake_no,notes,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T046,006,046,RS_XWC_002_046,XWC_P07_N02,,AN_THUMB_9_GOU_3,大九勾三,chuo,chuo,atomic,T046,零四六,零四六,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T047,007,047,RS_XWC_002_047,XWC_P07_N03,,SAN_TIAO_7,散挑七,straight,none,atomic,T047,零四七,零四七,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T048,008,048,RS_XWC_002_048,XWC_P07_N04,,AN_THUMB_9_GOU_4,大九勾四,straight,none,atomic,T048,零四八,零四八,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T049,009,049,RS_XWC_002_049,XWC_P07_N04,,AN_THUMB_9_GOU_4,大九勾四,chuo,chuo,atomic,T049,零四九,零四九,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T050,010,050,RS_XWC_002_050,XWC_P08_N01,,AN_THUMB_9_GOU_5,大九勾五,straight,none,atomic,T050,零五零,零五零,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T051,001,051,RS_XWC_002_051,XWC_P08_N01,,AN_THUMB_9_GOU_5,大九勾五,chuo,chuo,atomic,T051,零五幺,零五幺;零五一,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T052,002,052,RS_XWC_002_052,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,大九勾六上七九,straight,none,atomic,T052,零五二,零五二,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight | long_tail_rule=2.5s_after_full_decay,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T053,003,053,RS_XWC_002_053,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,大九勾六上七九,chuo,chuo,atomic,T053,零五三,零五三,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization | long_tail_rule=2.5s_after_full_decay,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T054,004,054,RS_XWC_002_054,XWC_P08_N03,,SAN_TIAO_7,散挑七,straight,none,atomic,T054,零五四,零五四,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T055,005,055,RS_XWC_002_055,XWC_P08_N04,,AN_THUMB_9_GOU_4,大九勾四,straight,none,atomic,T055,零五五,零五五,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T056,006,056,RS_XWC_002_056,XWC_P08_N04,,AN_THUMB_9_GOU_4,大九勾四,chuo,chuo,atomic,T056,零五六,零五六,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T057,007,057,RS_XWC_002_057,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,大九勾四撞,straight,none,atomic,T057,零五七,零五七,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight | long_tail_rule=2.5s_after_full_decay,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T058,008,058,RS_XWC_002_058,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,大九勾四撞,zhu,zhu,atomic,T058,零五八,零五八,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 谱面明示注 | long_tail_rule=2.5s_after_full_decay,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T059,009,059,RS_XWC_002_059,XWC_P09_N02,,AN_RING_10_QIAQI,名十掐起,atomic,none,atomic,T059,零五九,零五九,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 掐起 atomic dummy | long_tail_rule=2.5s_after_full_decay,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T060,010,060,RS_XWC_002_060,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,名十掐起,context,none,context,T060,零六零,零六零,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch06_T051-T060.wav,candidate,,"source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 掐起 context dummy；掐起 context take 1 | context_take_1: same transition reference as T071; record twice for later selection, not an atomic replacement | long_tail_rule=2.5s_after_full_decay",true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T061,001,061,RS_XWC_002_061,XWC_P09_N03,,SAN_TIAO_6,散挑六,straight,none,atomic,T061,零六幺,零六幺;零六一,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T062,002,062,RS_XWC_002_062,XWC_P09_N04,,AN_RING_10_GOU_4,名十勾四,straight,none,atomic,T062,零六二,零六二,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T063,003,063,RS_XWC_002_063,XWC_P09_N04,,AN_RING_10_GOU_4,名十勾四,chuo,chuo,atomic,T063,零六三,零六三,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T064,004,064,RS_XWC_002_064,XWC_P10_N01,,FAN_SHI_7_GOU_4,泛食七勾四,straight,none,atomic,T064,零六四,零六四,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T065,005,065,RS_XWC_002_065,XWC_P10_N02,,FAN_SHI_7_TIAO_7,泛食七挑七,straight,none,atomic,T065,零六五,零六五,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T066,006,066,RS_XWC_002_066,XWC_P10_N03,,FAN_SHI_7_TIAO_6,泛食七挑六,straight,none,atomic,T066,零六六,零六六,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T067,007,067,RS_XWC_002_067,XWC_P10_N04,,FAN_SHI_7_TIAO_4,泛食七挑四,straight,none,atomic,T067,零六七,零六七,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T068,008,068,RS_XWC_002_068,XWC_P10_N05,,FAN_ZHONG_7_GOU_1,泛中七勾一,straight,none,atomic,T068,零六八,零六八,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T069,009,069,RS_XWC_002_069,XWC_P10_N06,,FAN_DA_7_BO_6,泛大七擘六,straight,none,atomic,T069,零六九,零六九,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T070,010,070,RS_XWC_002_070,XWC_P10_N07,,FAN_DA7_ZHONG7_CUO_6_1,泛大七中七撮六一,straight,none,atomic,T070,零七零,零七零,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight | long_tail_rule=2.5s_after_full_decay,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch08,T071,001,071,RS_XWC_002_071,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,名十掐起,context,none,context,T071,零七幺,零七幺;零七一,true,2.5,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch08_T071.wav,candidate,,"source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 撞到掐起建议上下文录制；撞到掐起 context take 2 / event_range 正式上下文 | context_take_2: same transition reference as T060; record twice for later selection, not an atomic replacement | long_tail_rule=2.5s_after_full_decay | actual_recording_batch=batch08_terminal_single_take | not_retake | not_part_of_batch07_raw_file",true,false,true,true,true
