recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,expected_sample_type,source_split_audio,clean_preview_audio,segment_id,duration_s,pre_idle_end_s,gesture_start_s,render_anchor_s,tail_end_s,render_anchor_type,pre_attack_music_policy,tail_policy,segment_status,human_listening_status,render_input_status,render_input_blocker,review_only,production_grade,not_sample_assets,not_recording_segments,not_render_executed,not_ml_training_data
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T049,009,RS_XWC_002_049,XWC_P07_N04,,AN_THUMB_9_GOU_4,an_thumb_9_gou_4,clean,chuo,clean_previews/T049_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T049_clean_preview.wav,RECD2_BATCH05_T049,7.820,1.406,1.506,1.556,3.246,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T050,010,RS_XWC_002_050,XWC_P08_N01,,AN_THUMB_9_GOU_5,an_thumb_9_gou_5,clean,chuo,clean_previews/T050_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T050_clean_preview.wav,RECD2_BATCH05_T050,10.170,1.829,1.879,1.879,4.320,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T051,001,RS_XWC_002_051,XWC_P08_N01,,AN_THUMB_9_GOU_5,an_thumb_9_gou_5,clean,chuo,clean_previews/T051_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T051_clean_preview.wav,RECD2_BATCH06_T051,7.080,0.375,0.475,0.525,2.788,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T052,002,RS_XWC_002_052,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,an_thumb_9_gou_6_shang_79,clean,chuo,clean_previews/T052_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T052_clean_preview.wav,RECD2_BATCH06_T052,9.320,1.143,1.193,1.193,3.057,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T053,003,RS_XWC_002_053,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,an_thumb_9_gou_6_shang_79,clean,chuo,clean_previews/T053_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T053_clean_preview.wav,RECD2_BATCH06_T053,8.060,2.042,2.142,2.192,4.475,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T054,004,RS_XWC_002_054,XWC_P08_N03,,SAN_TIAO_7,san_tiao_7,clean,straight,clean_previews/T054_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T054_clean_preview.wav,RECD2_BATCH06_T054,9.060,0.786,0.836,0.836,3.363,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T055,005,RS_XWC_002_055,XWC_P08_N04,,AN_THUMB_9_GOU_4,an_thumb_9_gou_4,clean,chuo,clean_previews/T055_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T055_clean_preview.wav,RECD2_BATCH06_T055,6.390,1.639,1.689,1.689,3.839,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T056,006,RS_XWC_002_056,XWC_P08_N04,,AN_THUMB_9_GOU_4,an_thumb_9_gou_4,clean,chuo,clean_previews/T056_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T056_clean_preview.wav,RECD2_BATCH06_T056,8.760,0.226,0.326,0.376,2.343,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T057,007,RS_XWC_002_057,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,an_thumb_9_gou_4_zhuang,clean,zhu,clean_previews/T057_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T057_clean_preview.wav,RECD2_BATCH06_T057,9.230,2.734,2.784,2.784,4.185,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T058,008,RS_XWC_002_058,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,an_thumb_9_gou_4_zhuang,clean,zhu,clean_previews/T058_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T058_clean_preview.wav,RECD2_BATCH06_T058,4.820,0.000,0.000,0.000,1.526,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T059,009,RS_XWC_002_059,XWC_P09_N02,,AN_RING_10_QIAQI,an_ring_10_qiaqi,clean,context,clean_previews/T059_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T059_clean_preview.wav,RECD2_BATCH06_T059,3.600,0.186,0.236,0.236,1.283,context_first_attach,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch06,T060,010,RS_XWC_002_060,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,an_ring_10_qiaqi,clean,context,clean_previews/T060_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T060_clean_preview.wav,RECD2_BATCH06_T060,10.040,1.423,1.523,1.573,3.973,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T061,001,RS_XWC_002_061,XWC_P09_N03,,SAN_TIAO_6,san_tiao_6,clean,straight,clean_previews/T061_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T061_clean_preview.wav,RECD2_BATCH07_T061,8.660,1.501,1.551,1.551,3.764,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T062,002,RS_XWC_002_062,XWC_P09_N04,,AN_RING_10_GOU_4,an_ring_10_gou_4,clean,chuo,clean_previews/T062_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T062_clean_preview.wav,RECD2_BATCH07_T062,6.580,0.522,0.572,0.572,2.708,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T063,003,RS_XWC_002_063,XWC_P09_N04,,AN_RING_10_GOU_4,an_ring_10_gou_4,clean,chuo,clean_previews/T063_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T063_clean_preview.wav,RECD2_BATCH07_T063,7.620,1.264,1.364,1.414,2.798,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T064,004,RS_XWC_002_064,XWC_P10_N01,,FAN_SHI_7_GOU_4,fan_shi_7_gou_4,clean,straight,clean_previews/T064_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T064_clean_preview.wav,RECD2_BATCH07_T064,7.360,1.010,1.060,1.060,3.801,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T065,005,RS_XWC_002_065,XWC_P10_N02,,FAN_SHI_7_TIAO_7,fan_shi_7_tiao_7,clean,straight,clean_previews/T065_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T065_clean_preview.wav,RECD2_BATCH07_T065,5.810,0.274,0.324,0.324,2.965,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T066,006,RS_XWC_002_066,XWC_P10_N03,,FAN_SHI_7_TIAO_6,fan_shi_7_tiao_6,clean,straight,clean_previews/T066_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T066_clean_preview.wav,RECD2_BATCH07_T066,7.210,0.157,0.207,0.207,1.960,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T067,007,RS_XWC_002_067,XWC_P10_N04,,FAN_SHI_7_TIAO_4,fan_shi_7_tiao_4,clean,straight,clean_previews/T067_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T067_clean_preview.wav,RECD2_BATCH07_T067,6.860,0.078,0.128,0.128,2.899,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T068,008,RS_XWC_002_068,XWC_P10_N05,,FAN_ZHONG_7_GOU_1,fan_zhong_7_gou_1,clean,straight,clean_previews/T068_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T068_clean_preview.wav,RECD2_BATCH07_T068,5.430,0.461,0.511,0.511,2.197,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T069,009,RS_XWC_002_069,XWC_P10_N06,,FAN_DA_7_BO_6,fan_da_7_bo_6,clean,straight,clean_previews/T069_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T069_clean_preview.wav,RECD2_BATCH07_T069,7.250,0.768,0.818,0.818,2.900,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch07,T070,010,RS_XWC_002_070,XWC_P10_N07,,FAN_DA7_ZHONG7_CUO_6_1,fan_da7_zhong7_cuo_6_1,clean,straight,clean_previews/T070_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T070_clean_preview.wav,RECD2_BATCH07_T070,11.421,2.577,2.677,2.727,7.800,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch08,T071,001,RS_XWC_002_071,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,an_ring_10_qiaqi,clean,context,clean_previews/T071_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch08/clean_previews/T071_clean_preview.wav,RECD2_BATCH08_T071,12.832,2.015,2.115,2.165,6.796,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
