event_id,phrase_id,section_id,source_version_id,source_sample_id,source_take_id,source_audio,target_attack_time_s,render_anchor_s,phrase_play_start_s,phrase_play_end_s,phrase_tail_end_s,revision_applied,user_review_source,gpt_review_decision,flags,tail_policy,source_tail_policy,tail_preservation_policy,source_preview_refresh,source_preview_duration_s
XWC_P01_N01,XWC_P01_LOCAL_PHRASE,XWC_P01,E_REVIEWED,RECD2_BATCH01_T001,T001,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch01/clean_previews/T001_clean_preview.wav,2.817,2.716,2.697,9.225,14.182,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,6.800000
XWC_P06_N04,XWC_P06_LOCAL_PHRASE,XWC_P06,E_REVIEWED,RECD2_BATCH05_T043,T043,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T043_clean_preview.wav,44.250,1.534,40.494,46.784,49.396,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,6.680000
XWC_P07_N01,XWC_P07_LOCAL_PHRASE,XWC_P07,E_REVIEWED,RECD2_BATCH05_T044,T044,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T044_clean_preview.wav,46.814,0.647,46.694,52.984,56.714,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,8.380000
XWC_P07_N02,XWC_P07_LOCAL_PHRASE,XWC_P07,E_REVIEWED,RECD2_BATCH05_T045,T045,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T045_clean_preview.wav,47.647,0.821,46.694,52.984,56.714,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,8.000000
XWC_P07_N03,XWC_P07_LOCAL_PHRASE,XWC_P07,E_REVIEWED,RECD2_BATCH05_T047,T047,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T047_clean_preview.wav,48.514,0.406,46.694,52.984,56.714,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,7.590000
XWC_P07_N04,XWC_P07_LOCAL_PHRASE,XWC_P07,E_REVIEWED,RECD2_BATCH05_T049,T049,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T049_clean_preview.wav,50.450,1.556,46.694,52.984,56.714,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,7.820000
XWC_P08_N01,XWC_P08_LOCAL_PHRASE,XWC_P08,E_REVIEWED,RECD2_BATCH05_T050,T050,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T050_clean_preview.wav,53.014,1.879,52.894,59.184,65.034,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,10.169705
XWC_P08_N02,XWC_P08_LOCAL_PHRASE,XWC_P08,E_REVIEWED,RECD2_BATCH06_T052,T052,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T052_clean_preview.wav,53.847,1.193,52.894,59.184,65.034,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,9.320000
XWC_P08_N03,XWC_P08_LOCAL_PHRASE,XWC_P08,E_REVIEWED,RECD2_BATCH06_T054,T054,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T054_clean_preview.wav,54.714,0.836,52.894,59.184,65.034,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,9.060000
XWC_P08_N04,XWC_P08_LOCAL_PHRASE,XWC_P08,E_REVIEWED,RECD2_BATCH06_T056,T056,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T056_clean_preview.wav,56.650,0.376,52.894,59.184,65.034,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,rhythm_123_then_4_extended|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,8.760000
XWC_P09_N01,XWC_P09_LOCAL_PHRASE,XWC_P09,E_REVIEWED,RECD2_BATCH06_T057,T057,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T057_clean_preview.wav,59.214,2.784,59.094,65.384,68.858,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p09_context_take_overused_fixed|context_take_used=false|context_audio_trimmed=not_needed|duplicate_context_audio_avoided=true|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,9.230000
XWC_P09_N02,XWC_P09_LOCAL_PHRASE,XWC_P09,E_REVIEWED,RECD2_BATCH06_T059,T059,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch06/clean_previews/T059_clean_preview.wav,60.047,0.236,59.094,65.384,68.858,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p09_context_take_overused_fixed|context_take_used=false|context_audio_trimmed=not_needed|duplicate_context_audio_avoided=true|source_context_role=context_candidate|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,3.600000
XWC_P09_N03,XWC_P09_LOCAL_PHRASE,XWC_P09,E_REVIEWED,RECD2_BATCH07_T061,T061,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T061_clean_preview.wav,60.914,1.551,59.094,65.384,68.858,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p09_context_take_overused_fixed|context_take_used=false|context_audio_trimmed=not_needed|duplicate_context_audio_avoided=true|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,8.660000
XWC_P09_N04,XWC_P09_LOCAL_PHRASE,XWC_P09,E_REVIEWED,RECD2_BATCH07_T062,T062,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T062_clean_preview.wav,62.850,0.572,59.094,65.384,68.858,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; f_p01_class_tighten_n03_to_n04,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p09_context_take_overused_fixed|context_take_used=false|context_audio_trimmed=not_needed|duplicate_context_audio_avoided=true|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false|f_p01_class_tighten_n03_to_n04,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,6.580000
XWC_P10_N01,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T064,T064,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T064_clean_preview.wav,65.414,1.060,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,7.360000
XWC_P10_N02,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T065,T065,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T065_clean_preview.wav,67.414,0.324,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,5.810000
XWC_P10_N03,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T066,T066,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T066_clean_preview.wav,68.161,0.207,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,7.210000
XWC_P10_N04,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T067,T067,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T067_clean_preview.wav,68.914,0.128,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,6.860000
XWC_P10_N05,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T068,T068,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T068_clean_preview.wav,71.214,0.511,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,5.430000
XWC_P10_N06,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T069,T069,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T069_clean_preview.wav,73.581,0.818,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,7.250000
XWC_P10_N07,XWC_P10_LOCAL_PHRASE,XWC_P10,E_REVIEWED,RECD2_BATCH07_T070,T070,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch07/clean_previews/T070_clean_preview.wav,76.014,2.727,65.294,81.905,84.708,E_REVIEWED->F_FINAL_REVIEWED: global tempo x1.5; global tempo policy,E_REVIEWED_USER_REVIEW,Use E_REVIEWED as base; keep attack timeline; use full_tail source previews; keep T008-safe T014 and P09 atomic takes.,p10_good_positive_preference|first_note_extended|notes_2_3_4_grouped|notes_5_6_7_separated|experimental_render=true|production_grade=false|render_anchor_alignment=true|f_final_reviewed=true|experimental_render=true|production_grade=false|tail_policy=full_tail|smart_fade=false,full_tail,full_tail,full_tail_no_smart_fade,regenerated_from_raw_or_split_manifest,11.420590
